3114,18,12,3,16,right,right,"[{""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 1, ""positionY"": 16}, {""positionX"": 2, ""positionY"": 16}]"
3115,18,12,4,16,right,right,"[{""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 1, ""positionY"": 16}, {""positionX"": 2, ""positionY"": 16}, {""positionX"": 3, ""positionY"": 16}]"
3116,18,12,5,16,right,right,"[{""positionX"": 0, ""positionY"": 16}, {""positionX"": 1, ""positionY"": 16}, {""positionX"": 2, ""positionY"": 16}, {""positionX"": 3, ""positionY"": 16}, {""positionX"": 4, ""positionY"": 16}]"
3117,18,12,6,16,right,right,"[{""positionX"": 1, ""positionY"": 16}, {""positionX"": 2, ""positionY"": 16}, {""positionX"": 3, ""positionY"": 16}, {""positionX"": 4, ""positionY"": 16}, {""positionX"": 5, ""positionY"": 16}]"
3118,18,12,7,16,right,right,"[{""positionX"": 2, ""positionY"": 16}, {""positionX"": 3, ""positionY"": 16}, {""positionX"": 4, ""positionY"": 16}, {""positionX"": 5, ""positionY"": 16}, {""positionX"": 6, ""positionY"": 16}]"
3119,18,12,8,16,right,right,"[{""positionX"": 3, ""positionY"": 16}, {""positionX"": 4, ""positionY"": 16}, {""positionX"": 5, ""positionY"": 16}, {""positionX"": 6, ""positionY"": 16}, {""positionX"": 7, ""positionY"": 16}]"
3120,18,12,9,16,right,right,"[{""positionX"": 4, ""positionY"": 16}, {""positionX"": 5, ""positionY"": 16}, {""positionX"": 6, ""positionY"": 16}, {""positionX"": 7, ""positionY"": 16}, {""positionX"": 8, ""positionY"": 16}]"
3121,18,12,10,16,right,right,"[{""positionX"": 5, ""positionY"": 16}, {""positionX"": 6, ""positionY"": 16}, {""positionX"": 7, ""positionY"": 16}, {""positionX"": 8, ""positionY"": 16}, {""positionX"": 9, ""positionY"": 16}]"
3122,18,12,11,16,right,right,"[{""positionX"": 6, ""positionY"": 16}, {""positionX"": 7, ""positionY"": 16}, {""positionX"": 8, ""positionY"": 16}, {""positionX"": 9, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 16}]"
3123,18,12,12,16,right,right,"[{""positionX"": 7, ""positionY"": 16}, {""positionX"": 8, ""positionY"": 16}, {""positionX"": 9, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 16}]"
3124,18,12,13,16,right,right,"[{""positionX"": 8, ""positionY"": 16}, {""positionX"": 9, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 12, ""positionY"": 16}]"
3125,18,12,14,16,right,right,"[{""positionX"": 9, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 12, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 16}]"
3126,18,12,15,16,right,right,"[{""positionX"": 10, ""positionY"": 16}, {""positionX"": 11, ""positionY"": 16}, {""positionX"": 12, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 14, ""positionY"": 16}]"
3127,18,12,16,16,right,right,"[{""positionX"": 11, ""positionY"": 16}, {""positionX"": 12, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 14, ""positionY"": 16}, {""positionX"": 15, ""positionY"": 16}]"
3128,18,12,17,16,right,right,"[{""positionX"": 12, ""positionY"": 16}, {""positionX"": 13, ""positionY"": 16}, {""positionX"": 14, ""positionY"": 16}, {""positionX"": 15, ""positionY"": 16}, {""positionX"": 16, ""positionY"": 16}]"
3129,18,12,18,16,right,right,"[{""positionX"": 13, ""positionY"": 16}, {""positionX"": 14, ""positionY"": 16}, {""positionX"": 15, ""positionY"": 16}, {""positionX"": 16, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 16}]"
3130,18,12,18,15,right,up,"[{""positionX"": 14, ""positionY"": 16}, {""positionX"": 15, ""positionY"": 16}, {""positionX"": 16, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 16}]"
3131,18,12,18,14,up,up,"[{""positionX"": 15, ""positionY"": 16}, {""positionX"": 16, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}]"
3132,18,12,18,13,up,up,"[{""positionX"": 16, ""positionY"": 16}, {""positionX"": 17, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}]"
3133,18,12,18,12,up,up,"[{""positionX"": 17, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}]"
3134,17,3,18,11,up,up,"[{""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}, {""positionX"": 18, ""positionY"": 12}]"
3135,17,3,18,10,up,up,"[{""positionX"": 18, ""positionY"": 16}, {""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}, {""positionX"": 18, ""positionY"": 12}, {""positionX"": 18, ""positionY"": 11}]"
3136,17,3,18,9,up,up,"[{""positionX"": 18, ""positionY"": 15}, {""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}, {""positionX"": 18, ""positionY"": 12}, {""positionX"": 18, ""positionY"": 11}, {""positionX"": 18, ""positionY"": 10}]"
3137,17,3,18,8,up,up,"[{""positionX"": 18, ""positionY"": 14}, {""positionX"": 18, ""positionY"": 13}, {""positionX"": 18, ""positionY"": 12}, {""positionX"": 18, ""positionY"": 11}, {""positionX"": 18, ""positionY"": 10}, {""positionX"": 18, ""positionY"": 9}]"
3138,17,3,18,7,up,up,"[{""positionX"": 18, ""positionY"": 13}, {""positionX"": 18, ""positionY"": 12}, {""positionX"": 18, ""positionY"": 11}, {""positionX"": 18, ""positionY"": 10}, {""positionX"": 18, ""positionY"": 9}, {""positionX"": 18, ""positionY"": 8}]"
3139,17,3,18,6,up,up,"[{""positionX"": 18, ""positionY"": 12}, {""positionX"": 18, ""positionY"": 11}, {""positionX"": 18, ""positionY"": 10}, {""positionX"": 18, ""positionY"": 9}, {""positionX"": 18, ""positionY"": 8}, {""positionX"": 18, ""positionY"": 7}]"
3140,17,3,18,5,up,up,"[{""positionX"": 18, ""positionY"": 11}, {""positionX"": 18, ""positionY"": 10}, {""positionX"": 18, ""positionY"": 9}, {""positionX"": 18, ""positionY"": 8}, {""positionX"": 18, ""positionY"": 7}, {""positionX"": 18, ""positionY"": 6}]"
3141,17,3,18,4,up,up,"[{""positionX"": 18, ""positionY"": 10}, {""positionX"": 18, ""positionY"": 9}, {""positionX"": 18, ""positionY"": 8}, {""positionX"": 18, ""positionY"": 7}, {""positionX"": 18, ""positionY"": 6}, {""positionX"": 18, ""positionY"": 5}]"
3142,17,3,18,3,up,up,"[{""positionX"": 18, ""positionY"": 9}, {""positionX"": 18, ""positionY"": 8}, {""positionX"": 18, ""positionY"": 7}, {""positionX"": 18, ""positionY"": 6}, {""positionX"": 18, ""positionY"": 5}, {""positionX"": 18, ""positionY"": 4}]"
3143,17,3,17,3,up,left,"[{""positionX"": 18, ""positionY"": 8}, {""positionX"": 18, ""positionY"": 7}, {""positionX"": 18, ""positionY"": 6}, {""positionX"": 18, ""positionY"": 5}, {""positionX"": 18, ""positionY"": 4}, {""positionX"": 18, ""positionY"": 3}]"
3144,0,18,16,3,left,left,"[{""positionX"": 18, ""positionY"": 7}, {""positionX"": 18, ""positionY"": 6}, {""positionX"": 18, ""positionY"": 5}, {""positionX"": 18, ""positionY"": 4}, {""positionX"": 18, ""positionY"": 3}, {""positionX"": 17, ""positionY"": 3}]"
3145,0,18,15,3,left,left,"[{""positionX"": 18, ""positionY"": 7}, {""positionX"": 18, ""positionY"": 6}, {""positionX"": 18, ""positionY"": 5}, {""positionX"": 18, ""positionY"": 4}, {""positionX"": 18, ""positionY"": 3}, {""positionX"": 17, ""positionY"": 3}, {""positionX"": 16, ""positionY"": 3}]"
3146,0,18,14,3,left,left,"[{""positionX"": 18, ""positionY"": 6}, {""positionX"": 18, ""positionY"": 5}, {""positionX"": 18, ""positionY"": 4}, {""positionX"": 18, ""positionY"": 3}, {""positionX"": 17, ""positionY"": 3}, {""positionX"": 16, ""positionY"": 3}, {""positionX"": 15, ""positionY"": 3}]"
3147,0,18,13,3,left,left,"[{""positionX"": 18, ""positionY"": 5}, {""positionX"": 18, ""positionY"": 4}, {""positionX"": 18, ""positionY"": 3}, {""positionX"": 17, ""positionY"": 3}, {""positionX"": 16, ""positionY"": 3}, {""positionX"": 15, ""positionY"": 3}, {""positionX"": 14, ""positionY"": 3}]"
3148,0,18,12,3,left,left,"[{""positionX"": 18, ""positionY"": 4}, {""positionX"": 18, ""positionY"": 3}, {""positionX"": 17, ""positionY"": 3}, {""positionX"": 16, ""positionY"": 3}, {""positionX"": 15, ""positionY"": 3}, {""positionX"": 14, ""positionY"": 3}, {""positionX"": 13, ""positionY"": 3}]"
3149,0,18,11,3,left,left,"[{""positionX"": 18, ""positionY"": 3}, {""positionX"": 17, ""positionY"": 3}, {""positionX"": 16, ""positionY"": 3}, {""positionX"": 15, ""positionY"": 3}, {""positionX"": 14, ""positionY"": 3}, {""positionX"": 13, ""positionY"": 3}, {""positionX"": 12, ""positionY"": 3}]"
3150,0,18,10,3,left,left,"[{""positionX"": 17, ""positionY"": 3}, {""positionX"": 16, ""positionY"": 3}, {""positionX"": 15, ""positionY"": 3}, {""positionX"": 14, ""positionY"": 3}, {""positionX"": 13, ""positionY"": 3}, {""positionX"": 12, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 3}]"
3151,0,18,10,4,left,down,"[{""positionX"": 16, ""positionY"": 3}, {""positionX"": 15, ""positionY"": 3}, {""positionX"": 14, ""positionY"": 3}, {""positionX"": 13, ""positionY"": 3}, {""positionX"": 12, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 3}]"
3152,0,18,10,5,down,down,"[{""positionX"": 15, ""positionY"": 3}, {""positionX"": 14, ""positionY"": 3}, {""positionX"": 13, ""positionY"": 3}, {""positionX"": 12, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 4}]"
3153,0,18,10,6,down,down,"[{""positionX"": 14, ""positionY"": 3}, {""positionX"": 13, ""positionY"": 3}, {""positionX"": 12, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 4}, {""positionX"": 10, ""positionY"": 5}]"
3154,0,18,10,7,down,down,"[{""positionX"": 13, ""positionY"": 3}, {""positionX"": 12, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 4}, {""positionX"": 10, ""positionY"": 5}, {""positionX"": 10, ""positionY"": 6}]"
3155,0,18,10,8,down,down,"[{""positionX"": 12, ""positionY"": 3}, {""positionX"": 11, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 4}, {""positionX"": 10, ""positionY"": 5}, {""positionX"": 10, ""positionY"": 6}, {""positionX"": 10, ""positionY"": 7}]"
3156,0,18,10,9,down,down,"[{""positionX"": 11, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 4}, {""positionX"": 10, ""positionY"": 5}, {""positionX"": 10, ""positionY"": 6}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 8}]"
3157,0,18,10,10,down,down,"[{""positionX"": 10, ""positionY"": 3}, {""positionX"": 10, ""positionY"": 4}, {""positionX"": 10, ""positionY"": 5}, {""positionX"": 10, ""positionY"": 6}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 9}]"
3158,0,18,10,11,down,down,"[{""positionX"": 10, ""positionY"": 4}, {""positionX"": 10, ""positionY"": 5}, {""positionX"": 10, ""positionY"": 6}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}]"
3159,0,18,10,12,down,down,"[{""positionX"": 10, ""positionY"": 5}, {""positionX"": 10, ""positionY"": 6}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}]"
3160,0,18,10,13,down,down,"[{""positionX"": 10, ""positionY"": 6}, {""positionX"": 10, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}]"
3161,0,18,10,14,down,down,"[{""positionX"": 10, ""positionY"": 7}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}]"
3162,0,18,10,15,down,down,"[{""positionX"": 10, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 10, ""positionY"": 14}]"
3163,0,18,10,16,down,down,"[{""positionX"": 10, ""positionY"": 9}, {""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}]"
3164,0,18,10,17,down,down,"[{""positionX"": 10, ""positionY"": 10}, {""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}]"
3165,0,18,10,18,down,down,"[{""positionX"": 10, ""positionY"": 11}, {""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}]"
3166,0,18,9,18,down,left,"[{""positionX"": 10, ""positionY"": 12}, {""positionX"": 10, ""positionY"": 13}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}]"
3167,0,18,8,18,left,left,"[{""positionX"": 10, ""positionY"": 13}, {""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 9, ""positionY"": 18}]"
3168,0,18,7,18,left,left,"[{""positionX"": 10, ""positionY"": 14}, {""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 9, ""positionY"": 18}, {""positionX"": 8, ""positionY"": 18}]"
3169,0,18,6,18,left,left,"[{""positionX"": 10, ""positionY"": 15}, {""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 9, ""positionY"": 18}, {""positionX"": 8, ""positionY"": 18}, {""positionX"": 7, ""positionY"": 18}]"
3170,0,18,5,18,left,left,"[{""positionX"": 10, ""positionY"": 16}, {""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 9, ""positionY"": 18}, {""positionX"": 8, ""positionY"": 18}, {""positionX"": 7, ""positionY"": 18}, {""positionX"": 6, ""positionY"": 18}]"
3171,0,18,4,18,left,left,"[{""positionX"": 10, ""positionY"": 17}, {""positionX"": 10, ""positionY"": 18}, {""positionX"": 9, ""positionY"": 18}, {""positionX"": 8, ""positionY"": 18}, {""positionX"": 7, ""positionY"": 18}, {""positionX"": 6, ""positionY"": 18}, {""positionX"": 5, ""positionY"": 18}]"
3172,0,18,3,18,left,left,"[{""positionX"": 10, ""positionY"": 18}, {""positionX"": 9, ""positionY"": 18}, {""positionX"": 8, ""positionY"": 18}, {""positionX"": 7, ""positionY"": 18}, {""positionX"": 6, ""positionY"": 18}, {""positionX"": 5, ""positionY"": 18}, {""positionX"": 4, ""positionY"": 18}]"
3173,0,18,2,18,left,left,"[{""positionX"": 9, ""positionY"": 18}, {""positionX"": 8, ""positionY"": 18}, {""positionX"": 7, ""positionY"": 18}, {""positionX"": 6, ""positionY"": 18}, {""positionX"": 5, ""positionY"": 18}, {""positionX"": 4, ""positionY"": 18}, {""positionX"": 3, ""positionY"": 18}]"
3174,0,18,1,18,left,left,"[{""positionX"": 8, ""positionY"": 18}, {""positionX"": 7, ""positionY"": 18}, {""positionX"": 6, ""positionY"": 18}, {""positionX"": 5, ""positionY"": 18}, {""positionX"": 4, ""positionY"": 18}, {""positionX"": 3, ""positionY"": 18}, {""positionX"": 2, ""positionY"": 18}]"
3175,0,18,0,18,left,left,"[{""positionX"": 7, ""positionY"": 18}, {""positionX"": 6, ""positionY"": 18}, {""positionX"": 5, ""positionY"": 18}, {""positionX"": 4, ""positionY"": 18}, {""positionX"": 3, ""positionY"": 18}, {""positionX"": 2, ""positionY"": 18}, {""positionX"": 1, ""positionY"": 18}]"
3176,9,8,0,17,left,up,"[{""positionX"": 6, ""positionY"": 18}, {""positionX"": 5, ""positionY"": 18}, {""positionX"": 4, ""positionY"": 18}, {""positionX"": 3, ""positionY"": 18}, {""positionX"": 2, ""positionY"": 18}, {""positionX"": 1, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 18}]"
3177,9,8,0,16,up,up,"[{""positionX"": 6, ""positionY"": 18}, {""positionX"": 5, ""positionY"": 18}, {""positionX"": 4, ""positionY"": 18}, {""positionX"": 3, ""positionY"": 18}, {""positionX"": 2, ""positionY"": 18}, {""positionX"": 1, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 17}]"
3178,9,8,0,15,up,up,"[{""positionX"": 5, ""positionY"": 18}, {""positionX"": 4, ""positionY"": 18}, {""positionX"": 3, ""positionY"": 18}, {""positionX"": 2, ""positionY"": 18}, {""positionX"": 1, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 16}]"
3179,9,8,0,14,up,up,"[{""positionX"": 4, ""positionY"": 18}, {""positionX"": 3, ""positionY"": 18}, {""positionX"": 2, ""positionY"": 18}, {""positionX"": 1, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 15}]"
3180,9,8,0,13,up,up,"[{""positionX"": 3, ""positionY"": 18}, {""positionX"": 2, ""positionY"": 18}, {""positionX"": 1, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 14}]"
3181,9,8,0,12,up,up,"[{""positionX"": 2, ""positionY"": 18}, {""positionX"": 1, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 13}]"
3182,9,8,0,11,up,up,"[{""positionX"": 1, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 13}, {""positionX"": 0, ""positionY"": 12}]"
3183,9,8,0,10,up,up,"[{""positionX"": 0, ""positionY"": 18}, {""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 13}, {""positionX"": 0, ""positionY"": 12}, {""positionX"": 0, ""positionY"": 11}]"
3184,9,8,0,9,up,up,"[{""positionX"": 0, ""positionY"": 17}, {""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 13}, {""positionX"": 0, ""positionY"": 12}, {""positionX"": 0, ""positionY"": 11}, {""positionX"": 0, ""positionY"": 10}]"
3185,9,8,0,8,up,up,"[{""positionX"": 0, ""positionY"": 16}, {""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 13}, {""positionX"": 0, ""positionY"": 12}, {""positionX"": 0, ""positionY"": 11}, {""positionX"": 0, ""positionY"": 10}, {""positionX"": 0, ""positionY"": 9}]"
3186,9,8,1,8,up,right,"[{""positionX"": 0, ""positionY"": 15}, {""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 13}, {""positionX"": 0, ""positionY"": 12}, {""positionX"": 0, ""positionY"": 11}, {""positionX"": 0, ""positionY"": 10}, {""positionX"": 0, ""positionY"": 9}, {""positionX"": 0, ""positionY"": 8}]"
3187,9,8,2,8,right,right,"[{""positionX"": 0, ""positionY"": 14}, {""positionX"": 0, ""positionY"": 13}, {""positionX"": 0, ""positionY"": 12}, {""positionX"": 0, ""positionY"": 11}, {""positionX"": 0, ""positionY"": 10}, {""positionX"": 0, ""positionY"": 9}, {""positionX"": 0, ""positionY"": 8}, {""positionX"": 1, ""positionY"": 8}]"
3188,9,8,3,8,right,right,"[{""positionX"": 0, ""positionY"": 13}, {""positionX"": 0, ""positionY"": 12}, {""positionX"": 0, ""positionY"": 11}, {""positionX"": 0, ""positionY"": 10}, {""positionX"": 0, ""positionY"": 9}, {""positionX"": 0, ""positionY"": 8}, {""positionX"": 1, ""positionY"": 8}, {""positionX"": 2, ""positionY"": 8}]"
3189,9,8,4,8,right,right,"[{""positionX"": 0, ""positionY"": 12}, {""positionX"": 0, ""positionY"": 11}, {""positionX"": 0, ""positionY"": 10}, {""positionX"": 0, ""positionY"": 9}, {""positionX"": 0, ""positionY"": 8}, {""positionX"": 1, ""positionY"": 8}, {""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}]"
3190,9,8,5,8,right,right,"[{""positionX"": 0, ""positionY"": 11}, {""positionX"": 0, ""positionY"": 10}, {""positionX"": 0, ""positionY"": 9}, {""positionX"": 0, ""positionY"": 8}, {""positionX"": 1, ""positionY"": 8}, {""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}]"
3191,9,8,6,8,right,right,"[{""positionX"": 0, ""positionY"": 10}, {""positionX"": 0, ""positionY"": 9}, {""positionX"": 0, ""positionY"": 8}, {""positionX"": 1, ""positionY"": 8}, {""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}]"
3192,9,8,7,8,right,right,"[{""positionX"": 0, ""positionY"": 9}, {""positionX"": 0, ""positionY"": 8}, {""positionX"": 1, ""positionY"": 8}, {""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}]"
3193,9,8,8,8,right,right,"[{""positionX"": 0, ""positionY"": 8}, {""positionX"": 1, ""positionY"": 8}, {""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}]"
3194,9,8,9,8,right,right,"[{""positionX"": 1, ""positionY"": 8}, {""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}, {""positionX"": 8, ""positionY"": 8}]"
3195,3,0,10,8,right,right,"[{""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}, {""positionX"": 8, ""positionY"": 8}, {""positionX"": 9, ""positionY"": 8}]"
3196,3,0,11,8,right,right,"[{""positionX"": 2, ""positionY"": 8}, {""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}, {""positionX"": 8, ""positionY"": 8}, {""positionX"": 9, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 8}]"
3197,3,0,12,8,right,right,"[{""positionX"": 3, ""positionY"": 8}, {""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}, {""positionX"": 8, ""positionY"": 8}, {""positionX"": 9, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 8}]"
3198,3,0,12,7,right,up,"[{""positionX"": 4, ""positionY"": 8}, {""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}, {""positionX"": 8, ""positionY"": 8}, {""positionX"": 9, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 12, ""positionY"": 8}]"
3199,3,0,12,6,up,up,"[{""positionX"": 5, ""positionY"": 8}, {""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}, {""positionX"": 8, ""positionY"": 8}, {""positionX"": 9, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 12, ""positionY"": 8}, {""positionX"": 12, ""positionY"": 7}]"
3200,3,0,12,5,up,up,"[{""positionX"": 6, ""positionY"": 8}, {""positionX"": 7, ""positionY"": 8}, {""positionX"": 8, ""positionY"": 8}, {""positionX"": 9, ""positionY"": 8}, {""positionX"": 10, ""positionY"": 8}, {""positionX"": 11, ""positionY"": 8}, {""positionX"": 12, ""positionY"": 8}, {""positionX"": 12, ""positionY"": 7}, {""positionX"": 12, ""positionY"": 6}]"
